session_id,trial_id,activity_label,expected_type,timestamp_ms,type,state,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,svm_raw_g,svm_filtered_g,pitch_deg,roll_deg,pitch_before_deg,roll_before_deg,pitch_after_deg,roll_after_deg,pitch_delta_deg,roll_delta_deg,posture_delta_deg,impact_threshold_g,posture_threshold_deg,stabilize_ms,decision,note
S02,T05,sit_hard,non_fall,1475159,imu_sample,IDLE,0.382,0.838,0.063,-5.96,-2.11,-0.18,0.923,0.931,86.11,-23.98,105.3,-24.18,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1475461,imu_sample,IDLE,0.388,0.832,0.076,-2.09,0.53,-0.01,0.921,0.921,84.63,-24.58,105.3,-24.18,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1475761,imu_sample,IDLE,0.382,0.851,0.083,1.54,0.44,0.03,0.937,0.938,84.91,-24.29,105.3,-24.18,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1476064,imu_sample,IDLE,0.387,0.858,0.052,2.43,0.27,-1.74,0.943,0.943,86.68,-24.01,105.3,-24.18,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1476364,imu_sample,IDLE,0.376,0.863,0.016,2.64,-0.83,0.08,0.942,0.945,88.31,-23.8,105.3,-24.18,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1476667,imu_sample,IDLE,0.379,0.87,-0.018,2.15,-2.16,1.44,0.949,0.946,90.15,-23.76,105.3,-24.18,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1476969,imu_sample,IDLE,0.386,0.64,-0.185,11.04,-7.55,-0.66,0.77,0.766,98.18,-27.18,105.3,-24.18,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1477269,imu_sample,IDLE,0.412,1.196,-0.34,-20.35,19.6,2.67,1.31,1.187,106.9,-29.91,105.3,-24.18,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1477413,imu_impact,IMPACT_DETECTED,-0.032,3.78,-0.545,-161.33,-17.91,-44.3,3.819,2.148,101.49,-18.02,101.49,-18.02,0,0,0,0,0,2,45,1500,pending,
S02,T05,sit_hard,non_fall,1477571,imu_sample,WAIT_STABILIZE,0.501,-0.002,-0.357,-131.33,39.13,-11.25,0.615,0.641,11.48,-33.54,101.49,-18.02,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1477870,imu_sample,WAIT_STABILIZE,0.298,0.952,0.005,19.31,11.68,-5.79,0.997,1.019,80.38,-24.27,101.49,-18.02,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1478171,imu_sample,WAIT_STABILIZE,0.313,0.804,0.159,-23.6,-8.31,4.32,0.877,0.854,78.33,-20.88,101.49,-18.02,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1478474,imu_sample,WAIT_STABILIZE,0.362,0.741,0.183,-12.8,4.79,-1.83,0.845,0.861,75.06,-23.05,101.49,-18.02,0,0,0,0,0,2,45,1500,sample,
S02,T05,sit_hard,non_fall,1478773,imu_sample,WAIT_STABILIZE,0.306,0.767,0.229,-1.13,4.65,-4.87,0.857,0.853,73.72,-21.83,101.49,-18.02,0,0,0,0,0,2,45,1500,sample,
